id;name;calories_number;glycemic_index;protein_number;fat_number;carbohydrate_number
724;Тесто дрожжевое (быстрое);278;55;6;5;36
785;Соус томатный острый;99;55;2.5;0;21.8
208;Манго ;67;55;0.5;0.3;11.5
1706;Меласса;300;55;0;0;100
1554;Печенье бисквитное;378;55;8.5;3.8;76.6
725;Тесто дрожжевое сдобное;226;55;7;8;45
933;Вареные каштаны;131;54;2;1.4;27.8
1181;Кленовый сироп;241;54;0;0;18.3
310;Йогурт питьевой «данон» ;76;52;3.2;1.8;11.7
311;Йогурт питьевой «агуша» ;87;52;2.8;2.9;11.5
30;Баранки простые ;336;50;16;1;70
1171;Ганажевая масса;167;50;8;2.5;5
1663;Сухой кисель;368;50;0;0;92
1627;Квасное сусло концентрат;277;50;3.5;0;65
1725;Макароны Рожки;329;50;10.24;1.13;71.95
55;Гречка (цельное зерно) ;335;50;50.48;27.9;242.36
1416;Рис басмати;347;50;6.83;0.5;78.5
72;Рис коричневый сырой ;360;50;7.5;2.68;72.77
73;Рис коричневый вареный ;119;50;2.7;1;30
84;Геркулес вареный ;91;50;2.91;2.99;14.01
88;Крупа ячневая ;343;50;10.4;1.3;71.7
89;Ячменные хлопья ;315;50;9.8;3.6;79.4
1137;Листы лазаньи;337;50;10.4;1.1;69.7
1757;Вареники готовые;194;50;5.1;5.1;34.4
1138;Макароны;338;50;11;1.3;70.5
721;Тесто для вареников;256;50;9.3;4;45
723;Тесто для пельменей;234;50;8.7;1.3;44.98
722;Тесто для оладий;194;50;7.5;1;48
770;Майонез Провансаль;624;50;3.1;67;2.6
1106;Кислое тесто;194;50;7.5;1;48
1219;Ванильный сахар;379;50;0;0;99.8
1035;Арбузные корки;18;50;0.3;0.2;5.8
1339;Фруктоза;400;50;0;0;99.8
207;Киви ;48;50;1;0.6;10.3
1418;Коричневый рис;331;50;6.3;4.4;65.1
1117;Пресное тесто;234;50;8.7;1.3;44.98
233;Шиповник свежий ;51;50;1.6;0;14
234;Шиповник сухой ;253;50;4;0;60
1497;Зимняя дыня;25;50;1.2;0.3;2
1139;Спагетти;338;50;12;1.2;70
1089;Гречка;313;50;12.6;3.3;62.1
317;Йогурт «эрманн» жирный ;152;50;2.3;7.5;18.7
918;Батат;86;50;2;0;20
1105;Заварное тесто;220;50;5.58;14.13;17.48
1104;Бисквитное тесто;250;50;8.7;5.9;43.1
860;Горошек зелёный консервированный;55;48;3.6;0.1;9.8
1220;Ванильный экстракт;321;48;0;0;95
870;Булгур;342;48;12.3;1.3;57.6
10;Хлеб белковый отрубной ;182;45;23.5;6;20
34;Пшеница твердая красная яровая (цельное зерно) ;330;45;13.65;2.43;71.11
35;Пшеница твердая красная озимая (цельное зерно) ;330;45;13.65;2.43;71.11
38;Пшеница твердая (цельное зерно) ;332;45;13.68;2.47;71.13
46;Рожь (цельное зерно) ;334;45;14.7;2.5;69.8
47;Цельная ржаная мука ;357;45;7.5;2;70
48;Средняя ржаная мука ;350;45;7.3;1.8;66.8
49;Темная ржаная мука ;327;45;12.8;0.6;71
53;Ячмень обрушенный светлый ;349;45;7.3;1.6;69.6
54;Ячмень шотландский ;348;45;7.2;1.6;69.3
83;Геркулес сырой ;390;45;12.6;6.2;59.5
1151;Кокос орехи;380;45;3.4;33.5;29.5
103;Дробленый горох вареный ;115;45;15;2;40.5
119;Коровий горох сушеный вареный ;76;45;7;1;15.4
127;Картофель зрелый ;80;45;2;0.4;18.1
1316;Пектин;336;45;0;0;89.6
1112;Пшеничная цельнозерновая мука;298;45;11.5;2.2;55.8
1405;Макароны ракушки;344;45;10.4;1.1;71.5
1735;Кукурузные отруби;220;45;15;3.5;30
1747;Кокосовая мука;466;45;20;16.6;60
211;Хурма ;53;45;0.5;0;16.8
1587;Сливочный крем;226;45;4;15;19
1703;Лактоза;400;45;0;0;100
1727;Полба;337;45;14.7;2.2;61.2
887;Ячмень;288;45;10.3;2.4;56.4
744;Крепкое пиво;150;45;0.4;0;7.6
1712;Кокосовый сахар;400;43;0;1;99
1919;Желтые сливы;45;43;0.81;0.09;9.95
96;Фасоль ;328;42;21;2;44.6
711;Макароны из муки 1 сорта;333;42;11.2;1.6;68.4
2;Хлеб «дарницкий» ;206;40;6.6;1.1;41
7;Хлеб ржаной из обдирной муки ;189;40;6.9;1.2;35.3
8;Хлеб ржаной из обойной муки ;181;40;9;0.5;41
12;Хлеб зерновой ;231;40;8.6;1.4;43.9
1823;Ааквафаба;84;40;6.1;0;14.9
41;Мука крупчатка ;348;40;10;0.9;80
56;Темная гречневая мука ;333;40;13;0.8;71.2
57;Светлая гречневая мука ;347;40;13.3;1;71.6
97;Белая фасоль ;352;40;24;2;47
1429;Зеленая чечевица;323;40;24.22;1.57;52.97
100;Зеленый горох свежий ;280;40;20.5;2;48
1203;Пиво;50;40;0.3;0;4.6
1430;Черная чечевица;324;40;23.4;1.02;55.4
937;Заварной крем;212;40;4;13;21
934;Гречка вареная;163;40;5.9;1.6;30.5
1407;Пенне;330;40;12;2.2;65.5
1179;Сироп;300;40;0;0;80
1182;Гранатовый сироп;250;40;0;0;62.5
203;Мандарины ;33;40;0.8;0.2;7.5
1593;Кока-кола;42;40;0;0;10.4
1426;Фасоль белая;102;40;7;0.5;16.9
222;Виноград ;65;40;0.6;0.2;16.8
223;Крыжовник ;43;40;0.7;0.2;12
224;Земляника садовая ;32;40;0.8;0.4;6.3
1435;Кюрасао;236;40;0;0;46
1447;Горчица готовая;418;40;5;40;10
1218;Ванильная настойка;250;40;0;0;88
1555;Тарталетки;514;40;9.1;30.9;48.3
250;Чернослив ;227;40;2.3;0.7;57.5
1607;Тесто;289;40;12;1.8;56
1625;Яичная лапша;304;40;8.19;1.16;54.69
1631;Мука амаранта;371;40;13.6;7;69
1412;Гречка ядрица;313;40;12.6;3.3;62.1
572;Крабовые палочки vici сочные;73;40;6;1;10
1398;Сушеный инжир;257;40;3.1;0.8;57.9
1404;Фетучини;280;40;10.5;2.5;53
1406;Тальятелле;288;40;11;2.3;55
1408;Фарфалле;350;40;12;1.2;71
571;Крабовые палочки ;73;40;6;1;10
575;Крабовые палочки санта бремор снежный краб;70;40;8.9;1;6.3
574;Крабовые палочки мирамар;140;40;15.4;6.9;4
573;Крабовые палочки меридиан снежный краб;140;40;15.4;6.9;4
1042;Нектарин;48;40;0.9;0.2;11.8
1413;Гречка дробленая;313;40;12.6;3.3;62.1
739;Пиво безалкогольное;33;40;0.3;0;4.6
738;Пиво светлое;50;40;0.3;0;4.6
750;Пиво темное;74;40;0.3;0;5.7
1183;Клюквенный сироп;26;40;0.5;0;6.8
818;Крахмал кукурузный;329;40;1;0.6;85.2
101;Сушеный зеленый горошек невареный цельный ;340;35;24;1.3;54.6
1197;Рисовое вино;256;35;0.2;0.2;52.2
117;Турецкий горошек сушеный невареный ;360;35;25;1.3;55
118;Коровий горох сушеный невареный ;343;35;22.6;2;51
129;Морковь ;33;35;1.3;0.1;6.9
1134;Каннеллони;350;35;11.75;1.7;72
1160;Семечки подсолнечника;560;35;20.75;51.42;11
1448;Дижонская горчица;143;35;9.9;12.7;5.3
1507;Рамбутан;82;35;0.6;0.2;21
1539;Киноа;368;35;14;6;64
246;Курага ;215;35;5.2;0.3;51
247;Урюк ;290;35;5;0.4;50.6
248;Инжир ;49;35;0.7;0.2;13.7
1142;Горох;298;35;20.5;2;49.5
817;Крахмал картофельный;300;35;1;0;79.6
1446;Порошок горчицы;378;35;37.1;11.1;32.6
195;Айва ;40;35;0.6;0.5;9.8
200;Апельсины ;36;35;0.9;0.2;8.1
1755;Замороженная тыква;27;35;1.02;0.1;5.73
1338;Уголь;120;35;0;0;76
1348;Солод;361;35;10.2;1.8;71.2
275;Кунжутные семена сушеные цельные ;563;35;20.78;53;11.7
276;Кунжутное семя лущеное ;582;35;20.95;53.7;12
277;Семечки подсолнечника сушеные ;560;35;20.75;51.42;11
297;Творог 40%-ной жирности ;466;35;28;40;2.6
302;Творог со сметаной ;260;35;17.5;14.1;1.5
303;Творог фруктовый ;147;35;18.2;0.5;14
309;Творог «виталиния» ;64;35;6.5;0.1;9
323;Мороженое фруктовое ;168;35;3.8;8;20.3
700;Печень куриная;140;35;20.4;5.9;1.4
1399;Сушеные яблоки;231;35;2.2;0.1;59
932;Нут;364;35;19;0.6;61
784;Соевый соус;51;35;6;0;66.6
1045;Ранетки;47;35;0.4;0.4;9.8
941;Ореховая паста;587;35;24;50;22
1046;Яблочное пюре;68;35;0.2;0;17
1716;Мальтитол;240;35;0;0;0
873;Вермишель;371;35;12.8;1.6;74.7
1327;Попкорн;480;35;2.1;0;77.5
1315;Агар-агар;301;35;4;0;76
520;Обезжиренный молочный йогурт ;38;35;4.1;1.5;5.9
213;Груша ;42;34;0.4;0.3;10.9
225;Клубника ;30;32;0.6;0.4;7
278;Молоко коровье цельное ;68;32;3.2;3.6;4.8
389;Масло арахисовое ;895;32;0;99.9;0
511;Клубника свежезамороженная сладкая ;44;32;0.8;0.6;7.4
1737;Свежие дрожжи;109;31;12.7;2.7;8.5
99;Фасоль свежезамороженная в упаковке (300 г.) ;102;30;19;0.3;13
648;Печень трески в масле;613;30;4.2;65.7;1.2
1449;Порошок имбиря;335;30;8.98;4.24;71.62
1476;Гороховая мука;298;30;21;2;49
1645;Сухие сливки;567;30;19;42;30.2
1058;Смородина;38;30;1;0.2;11.5
1626;Вяленые помидоры;213;30;5;14;23
1595;Желфикс;298;30;0;0;74.6
1070;Сухое молоко;465;30;33.2;25;52.6
160;Фасоль стручковая ;24;30;2;0.2;3.6
1074;Концентрированное молоко;138;30;6.4;7.8;10.3
1079;Сливки;300;30;2.8;20;3.6
1080;Взбитые сливки;257;30;3.2;22.22;12.49
1159;Семена льна;534;30;18.3;42.1;1.6
1161;Ядра косточек абрикоса;519;30;25;45.4;2.8
193;Персики ;46;30;0.9;0.1;11.3
1682;Сливки 40%;362;30;2.65;40;4.1
1088;Творог;156;30;16.4;10;0
209;Маракуйя ;68;30;2.4;0.4;13.4
210;Гранат ;52;30;0.9;0;13.9
212;Яблоки ;47;30;0.4;0.4;9.8
226;Малина ;42;30;0.8;0.3;14.1
229;Смородина красная ;39;30;0.6;0.2;11
230;Смородина черная ;38;30;1;0.2;11.5
231;Смородина черная свежезамороженная ;44;30;2;0.1;13
232;Смородина белая ;38;30;0.3;0;11.7
238;Черника ;44;30;1.1;0.6;11
239;Голубика ;36;30;1;0;8.2
243;Яблоки сушеные ;210;30;2.2;0.1;59
1344;Щирица;371;30;14;7;65
1753;Слоеные коржи;358;30;7;29;37
1400;Сушеная вишня;290;30;1.5;0;73
287;Сливки 10%-ной жирности ;120;30;3;10;4
298;Творог 20%-ной жирности ;233;30;14;20;1.3
299;Творог 18%-ной жирности ;226;30;14;18;2.8
301;Творог обезжиренный ;75;30;16;0.5;4
308;«растишка » ;122;30;6.5;3.7;14.8
315;«мажетель» ;48;30;1.9;0.9;6.8
316;Творог «утренний» ( «данон») без сахара ;91;30;6.8;5.2;4.2
1634;Чиа семена;512;30;16.5;30.7;42.1
1083;Обезжиренные сливки;59;30;2.6;1.4;9
920;Бобы черные;58;30;6;0;8
1409;Ньокки;183;30;4.22;11.69;32.02
1158;Тыквенные семечки;556;30;24.5;45.8;4.7
776;Кардамон;311;30;10.8;6.7;68.5
1086;Сыворотка;31;30;0.77;0.08;6.6
1041;Мандариновая кожура;35;30;0.9;2;7.5
943;Вустерский соус;78;30;0;0;19
1044;Папайя;43;30;0.5;0.1;11
1043;Помело;38;30;0.8;0;10
1687;Килька в томатном соусе;154;30;14.83;8.9;3
1084;Сливки 35%;337;30;2.5;35;3
1777;Спаржа соевая;440;30;45;20;20
1244;Майоран свежий;271;30;12.7;7;60.6
1243;Майоран сухой;271;30;12.6;7.4;60.5
1749;Редька белая;21;30;1.4;0;4.1
1479;Соевое мясо;296;30;52;1;17.6
509;Черника свежезамороженная ;56;30;0.2;0;23
510;Малина свежезамороженная сладкая ;50;30;1;0.5;14.6
512;Вишня консервированная ;61;30;0.5;0;14.8
514;Яблочный мусс консервированный ;61;30;0.6;0.2;19
1739;Ягоды годжи;309;29;11.1;2.6;53.4
475;Сосиски «молочные» ;266;28;11;23.9;1.6
121;Чечевица сушеная вареная ;106;27;7.4;0.2;14.6
1427;Фасоль красная;93;27;8.4;0.3;13.7
816;Куркума;325;26;12.7;13.8;58.2
111;Соевые бобы вареные ;130;25;11.2;6.1;13.4
112;Соевые бобы мизо ;171;25;13.2;7.9;14
115;Соевая мука с полным содержанием жира ;421;25;37.9;19.4;18
116;Соевая мука обезжиренная ;326;25;29.4;9;14.3
120;Чечевица сушеная невареная ;340;25;26;1.5;46.3
132;Огурцы свежие ;15;25;0.8;0.1;2.6
1202;Ликер;327;25;3;13;25
1209;Шоколадный ликер;332;25;1.2;7.84;34.6
1217;Бадьян;337;25;18;16;50
1432;Горький миндаль;645;25;18.6;57.7;16.2
180;Сушеный лук репчатый ;273;25;8.4;2.8;42.6
1450;Маринованный имбирь;51;25;0.2;0.3;12.5
1511;Красная чечевица;314;25;21.55;1.09;48.04
1487;Владимирка;65;25;2.4;1.3;65
196;Алыча ;27;25;0.2;0;6.9
216;Черешня ;50;25;11;0.4;11.5
236;Брусника ;43;25;0.7;0.5;9.6
1666;Кэроб;222;25;4.6;0.7;89
251;Вишня сушеная;292;25;1.5;0;73
1724;Замороженные ягоды;38;25;1;0.2;7.3
273;Ядра тыквенных и кабачковых семечек сушеные ;553;25;33;42.2;9.6
292;Ряженка ;85;25;3;6;4.1
304;Творог мягкий диетический ;170;25;16;11;1
1246;Можжевеловые ягоды;116;25;0;0;31
1147;Чечевица;340;25;26;1.5;46.3
1255;Гвоздичный перец (душистый перец);263;25;6.1;8.7;50.5
1591;Соус Терияки;89;25;5.9;0;15.5
881;Можжевельник;116;25;0;0;31
1622;Соевая мука;291;25;48.9;1;21.7
1351;Росторопша;396;25;24;10;52.5
946;Соус чили;98;25;0.9;0;23.5
1654;Толокно овсяное;363;25;12.5;6;64.9
1685;Сухие соевые сливки;500;25;3.4;25.5;64.4
1048;Жимолость;30;25;0;0;8
1047;Бузина;73;25;0.66;0.5;11.4
1049;Ирга;45;25;0;0;12
1061;Черемуха;27;25;1.1;0;8.5
1060;Физалис;32;25;1;1;3.9
1206;Ликер baileys;327;25;3;13;25
742;Ликер бейлиз;327;25;3;13;25
762;Какао-порошок;374;25;24.2;17.5;32
1111;Миндальная мука;560;25;20;48;16
778;Лавровый лист;313;24;7.6;8.4;48.7
1235;Кервель;237;24;23.2;3.9;49.1
85;Крупа перловая ;340;22;9.3;1.1;73.7
102;Дробленый горох сырой без семенного покрытия ;348;22;22.5;2;49.5
110;Соевые бобы сушеные невареные ;403;22;47;17;18
201;Грейпфрут ;29;22;0.7;0.2;6.5
215;Вишня сладкая ;64;22;2.4;1.3;63
219;Слива ;42;22;0.8;0.3;9.6
220;Слива свежезамороженная ;52;22;1;0.1;10.5
1143;Соя;403;22;47;17;18
885;Шоколад 70 %;539;22;8;40;48
1841;Морская капуста сушеная;476;22;31.5;21.8;38.1
1040;Личи;66;20;0.8;0.1;17
113;Соевые бобы проращенные сырые ;46;20;6.2;2;6
122;Арахис сырой со скорлупой ;564;20;26.3;45.4;10.4
123;Арахис сырой без скорлупы ;568;20;26.3;45.5;9.9
124;Арахис вареный ;376;20;26.3;36.2;9
125;Арахис жареный со скорлупой ;582;20;26.3;45.2;10.2
126;Арахис жареный и соленый ;585;20;26.3;45.2;9.9
1372;Каркаде;11;20;2.2;0.6;2.6
181;Сушеная морковь ;275;20;7.8;0.6;49.2
1451;Шалфей сухой;315;20;10.63;12.75;60.73
202;Лимон ;16;20;0.9;0.1;3
214;Вишня кислая ;52;20;4;2;42
1598;Мексиканская смесь замороженная;72;20;3.6;0.7;12.7
221;Терн ;47;20;1.5;0.3;9.4
227;Ежевика ;31;20;2;0;6.4
256;Бразильские орехи ;654;20;14.3;66.4;4.8
263;Орехи пекан ;687;20;9.17;71.97;4.26
814;Кокосовая стружка;592;20;13;65;14
1538;Тесто фило;441;20;7;20;48
1149;Арахис орехи;568;20;26.3;45.5;9.9
1599;Гавайская смесь замороженная;91;20;3;0.5;22.7
1597;Замороженные овощи;50;20;1.1;0.2;2.7
1601;Итальянская смесь замороженная;114;20;5.4;0.9;22
949;Устричный соус;121;20;3.4;0;21.3
948;Тахини;595;20;17;50;21
951;Арония;55;20;6.6;0;48
1623;Слоеное дрожжевое тесто;362;20;6.1;21.3;36.3
1169;Кондитерская посыпка;395;20;4.7;10.2;73.9
1653;Итальянские травы смесь;259;20;12.4;6.5;26
1037;Дуриан;147;20;1.5;0.5;27
1039;Кумкват;71;20;1.9;0.1;16
1038;Карамбола;31;20;1;0.2;7
1036;Сакура;60;20;2.4;1.3;60
504;Артишоки в упаковке ;60;20;1;0.1;6
1198;Вино крепкое (мадера);150;20;0.8;0;36.7
749;Шампанское полусухое;78;20;0.3;0;2.5
1214;Шампанское;78;20;0.3;0;2.5
748;Шампанское полусладкое;88;20;0.2;0;5
728;Вина крепкие;163;20;0;0;12
729;Вина ликерные;212;20;0;0;30
730;Вина полудесертные;140;20;0;0;12
731;Вина полусладкие;88;20;0;0;5
732;Вина полусухие;78;20;0;0;2
733;Вина сладкие;100;20;0;0;8
98;Фасоль огненно-красная ;23;19;4;0.1;5
1717;Сироп Агавы;350;16;0;0;0
114;Тофу;72;15;7.4;2;1
1694;Морковная ботва;35;15;0.6;0.1;5.3
147;Цветная капуста ;28;15;2.5;0.3;5.4
1611;Козье молоко;68;15;3.6;3.3;4.8
152;Перец сладкий ;27;15;1.3;0;5.7
153;Редис ;20;15;1.2;0.1;3.4
154;Репа ;30;15;1.5;0.1;6.2
161;Шпинат ;22;15;2.9;0.3;2
